gender,degree,born,Family_income,nation_race,nation_welfare,Assistance_to_the_poor,social_security,natcrime,natdrug,Immigration,relig,religinf,opsex,homo_marriage,abortion,age_group,race
Female,Bachelors,Yes,"$170,000 or over",NA,NA,Too little,Too little,NA,NA,Disagree,None,Strongly agree,NA,Strongly agree,Yes,50-59 years old,White
Female,Bachelors,Yes,"$20,000 ~ $39,999",About right,Too much,NA,Too little,Too little,1,NA,Christian,Strongly disagree,Not important at all,Agree,NA,30-39 years old,White
Male,High School,Yes,"$20,000 ~ $39,999",NA,NA,Too little,Too little,NA,NA,NA,None,NA,Not important at all,NA,NA,20-29 years old,White
Male,High School,Yes,NA,About right,About right,NA,About right,About right,2,NA,Christian,Neither,NA,NA,NA,60-69 years old,White
Female,Graduate,Yes,"$60,000 ~ $89,999",NA,NA,Too little,Too little,NA,NA,NA,None,Agree,Very important,NA,NA,70-79 years old,White
Male,High School,Yes,"$40,000 ~ $59,999",NA,NA,Too little,About right,NA,NA,NA,Christian,Neither,Not very important,Neither,Yes,50-59 years old,Black
Male,High School,Yes,"$40,000 ~ $59,999",About right,About right,NA,About right,About right,2,Agree,Christian,Disagree,NA,Disagree,NA,50-59 years old,Other
Female,High School,Yes,"Under $10,000",Too little,Too little,NA,Too little,Too little,2,NA,None,Neither,NA,NA,NA,50-59 years old,Black
Female,Graduate,Yes,"$90,000 ~ $129,999",Too little,Too little,NA,Too little,Too little,1,Disagree,Christian,Disagree,NA,Strongly agree,NA,60-69 years old,Black
Female,Graduate,Yes,NA,About right,About right,NA,Too little,Too little,2,Disagree,Christian,Neither,NA,NA,NA,70-79 years old,White
Male,Graduate,Yes,NA,NA,NA,About right,About right,NA,NA,NA,Christian,Disagree,Essential,Strongly disagree,No,NA,White
Male,High School,No,"$20,000 ~ $39,999",About right,Too much,NA,Too much,Too little,1,NA,None,Neither,Not important at all,Strongly agree,NA,NA,Black
Male,Less than high school,Yes,"$10,000 ~ $19,999",NA,NA,Too little,About right,NA,NA,NA,Catholic,Strongly disagree,Essential,Strongly agree,No,50-59 years old,White
Female,Bachelors,Yes,"$20,000 ~ $39,999",About right,About right,NA,About right,Too little,2,NA,None,NA,Not important at all,Strongly agree,NA,30-39 years old,White
Female,High School,No,NA,Too much,Too much,NA,Too little,About right,2,Neither,Catholic,Neither,NA,Disagree,NA,70-79 years old,White
NA,Less than high school,NA,Refused,NA,NA,Too little,Too little,NA,NA,NA,NA,NA,NA,Strongly agree,Yes,NA,White
Female,Graduate,No,"$60,000 ~ $89,999",NA,NA,Too little,Too little,NA,NA,NA,Catholic,Strongly disagree,Essential,Strongly disagree,No,70-79 years old,White
Female,Bachelors,No,"$90,000 ~ $129,999",NA,NA,Too much,About right,NA,NA,NA,None,Agree,Not important at all,NA,NA,60-69 years old,Other
Male,Bachelors,Yes,"$20,000 ~ $39,999",NA,NA,Too little,Too little,NA,NA,NA,None,Agree,Not very important,NA,NA,60-69 years old,White
Male,Bachelors,Yes,"$130,000 ~ $169,999",NA,NA,Too little,Too little,NA,NA,NA,Catholic,Agree,NA,NA,NA,50-59 years old,White
Male,Bachelors,Yes,"$170,000 or over",NA,NA,Too little,About right,NA,NA,NA,None,Neither,Fairly important,Strongly agree,Yes,40-49 years old,White
Female,Bachelors,Yes,NA,NA,NA,Too little,Too little,NA,NA,NA,Buddhism,NA,NA,NA,NA,NA,Asian
Female,Graduate,No,"$20,000 ~ $39,999",Too little,Too little,NA,Too little,Too little,1,NA,Catholic,Disagree,Not very important,Neither,NA,80-89 years old,White
Male,High School,Yes,"$20,000 ~ $39,999",Too little,About right,NA,Too little,Too little,2,Strongly disagree,None,Strongly agree,NA,NA,NA,20-29 years old,White
NA,High School,Yes,"$10,000 ~ $19,999",Too little,About right,NA,About right,About right,1,NA,Christian,NA,NA,Strongly agree,NA,NA,Black
Male,High School,Yes,"$90,000 ~ $129,999",Too much,Too much,NA,Too little,Too little,1,NA,Christian,Neither,Not important at all,Agree,NA,60-69 years old,White
Male,Associate College,Yes,"$170,000 or over",Too little,About right,NA,Too little,Too little,1,Disagree,Catholic,Agree,NA,Agree,NA,60-69 years old,White
Male,Graduate,Yes,"$20,000 ~ $39,999",NA,NA,Too little,Too little,NA,NA,Disagree,Other,Neither,NA,Strongly agree,Yes,60-69 years old,White
Female,Graduate,Yes,NA,Too little,Too little,NA,Too little,Too little,1,NA,Christian,NA,NA,Neither,NA,70-79 years old,Black
Male,Less than high school,No,"$40,000 ~ $59,999",Too little,About right,NA,About right,Too little,1,NA,Christian,NA,NA,Agree,NA,70-79 years old,White
Male,High School,Yes,"$20,000 ~ $39,999",Too little,Too little,NA,Too little,Too little,1,Disagree,None,Neither,NA,NA,NA,70-79 years old,White
Male,Associate College,Yes,"$10,000 ~ $19,999",Too little,Too little,NA,Too little,Too little,NA,Agree,Christian,Disagree,NA,NA,NA,60-69 years old,Black
Female,High School,Yes,"$10,000 ~ $19,999",NA,NA,Too little,Too little,NA,NA,NA,Catholic,Disagree,Not very important,NA,NA,40-49 years old,White
Female,Associate College,Yes,"$20,000 ~ $39,999",NA,NA,Too little,Too little,NA,NA,NA,None,NA,NA,Strongly agree,No,NA,White
Female,High School,No,"Under $10,000",About right,About right,NA,About right,About right,2,NA,Catholic,Disagree,Not important at all,Neither,NA,40-49 years old,Hispanic
Female,NA,Yes,"$90,000 ~ $129,999",NA,NA,About right,Too little,NA,NA,Neither,None,Agree,NA,Strongly disagree,NA,NA,White
Female,High School,Yes,"$60,000 ~ $89,999",NA,NA,Too little,About right,NA,NA,Strongly disagree,None,Agree,NA,Strongly agree,Yes,30-39 years old,American Native
Female,High School,Yes,NA,NA,NA,Too little,Too little,NA,NA,NA,Catholic,NA,Not very important,NA,NA,NA,Other
Male,High School,Yes,NA,Too little,Too little,NA,Too little,Too little,1,Strongly disagree,Catholic,Neither,NA,Neither,NA,70-79 years old,White
Male,High School,Yes,"$90,000 ~ $129,999",Too little,Too little,NA,Too little,About right,1,NA,Other,Agree,Very important,Strongly agree,NA,70-79 years old,Other
Female,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,Too little,About right,NA,NA,Disagree,Jewish,Disagree,NA,Neither,Yes,80-89 years old,White
Female,Less than high school,Yes,"$20,000 ~ $39,999",NA,NA,Too little,About right,NA,NA,NA,Catholic,Disagree,Fairly important,Strongly agree,Yes,80-89 years old,White
Female,High School,No,"$60,000 ~ $89,999",NA,NA,About right,About right,NA,NA,NA,None,Neither,NA,Disagree,No,60-69 years old,White
Female,Bachelors,No,"$20,000 ~ $39,999",NA,NA,Too little,Too little,NA,NA,Disagree,Christian,Neither,NA,Strongly agree,No,NA,Asian
Female,Graduate,Yes,"$170,000 or over",Too little,Too little,NA,Too little,About right,1,Disagree,None,Agree,NA,NA,NA,30-39 years old,White
Female,High School,Yes,NA,Too little,About right,NA,Too little,Too little,2,NA,Christian,NA,NA,Agree,NA,60-69 years old,White
Female,Bachelors,Yes,NA,NA,NA,About right,Too little,NA,NA,Agree,Christian,Disagree,NA,Neither,Yes,NA,White
Female,Bachelors,Yes,"$170,000 or over",NA,NA,Too little,About right,NA,NA,NA,None,Strongly agree,Not very important,NA,NA,30-39 years old,White
Female,Bachelors,No,"$60,000 ~ $89,999",About right,Too little,NA,About right,Too little,1,Neither,Catholic,Neither,NA,NA,NA,70-79 years old,Asian
Female,Bachelors,Yes,"$60,000 ~ $89,999",Too little,About right,NA,Too little,Too little,1,Neither,Catholic,Neither,NA,NA,NA,60-69 years old,Other
Female,Graduate,No,"$20,000 ~ $39,999",NA,NA,About right,About right,NA,NA,NA,Catholic,Strongly agree,Essential,NA,NA,NA,White
Other,High School,Yes,NA,Too little,Too much,NA,Too little,Too little,1,NA,NA,Neither,NA,Strongly agree,NA,60-69 years old,Black
Male,High School,Yes,"$40,000 ~ $59,999",Too much,About right,NA,About right,Too little,1,Neither,Christian,Disagree,NA,NA,NA,80-89 years old,White
Female,Graduate,Yes,"$20,000 ~ $39,999",NA,NA,Too little,Too little,NA,NA,Strongly disagree,Christian,Neither,NA,Strongly agree,Yes,60-69 years old,White
Female,High School,Yes,"$60,000 ~ $89,999",About right,About right,NA,Too little,About right,2,NA,None,Neither,Not very important,Agree,NA,60-69 years old,White
Female,Bachelors,Yes,"Under $10,000",NA,NA,Too little,Too little,NA,NA,NA,None,Strongly agree,Fairly important,NA,NA,60-69 years old,White
Female,High School,Yes,"$60,000 ~ $89,999",NA,NA,Too little,About right,NA,NA,NA,Christian,Neither,Essential,NA,NA,30-39 years old,Black
Female,Bachelors,No,NA,About right,About right,NA,About right,Too little,1,Neither,Catholic,Neither,NA,Neither,NA,40-49 years old,Hispanic
Male,Graduate,Yes,"$90,000 ~ $129,999",Too little,About right,NA,Too little,Too little,1,Neither,Christian,Disagree,NA,Disagree,NA,60-69 years old,Other
Female,Graduate,Yes,"$170,000 or over",Too little,Too little,NA,About right,Too much,2,Strongly disagree,NA,Neither,NA,Strongly agree,NA,70-79 years old,White
Male,High School,Yes,"$60,000 ~ $89,999",Too little,Too little,NA,Too little,Too little,1,NA,Catholic,Neither,Fairly important,Neither,NA,70-79 years old,White
NA,Bachelors,Yes,"$20,000 ~ $39,999",About right,Too much,NA,About right,Too little,2,Neither,Catholic,Neither,NA,NA,NA,20-29 years old,Hispanic
Female,High School,Yes,"$20,000 ~ $39,999",Too little,Too little,NA,Too little,Too little,1,Agree,Christian,Disagree,NA,Neither,NA,70-79 years old,Black
Female,Graduate,Yes,"$60,000 ~ $89,999",NA,NA,Too little,About right,NA,NA,NA,Jewish,NA,Not very important,Strongly agree,Yes,70-79 years old,White
Male,Associate College,Yes,"$40,000 ~ $59,999",NA,NA,Too little,About right,NA,NA,NA,None,Strongly agree,Not important at all,NA,NA,30-39 years old,Black
Female,Graduate,Yes,"$40,000 ~ $59,999",NA,NA,Too little,Too little,NA,NA,NA,Christian,Neither,Fairly important,Agree,Yes,50-59 years old,Black
Female,Bachelors,No,"$20,000 ~ $39,999",NA,NA,Too little,Too little,NA,NA,Strongly disagree,None,Strongly agree,NA,Strongly agree,Yes,20-29 years old,Black
Female,Bachelors,Yes,NA,NA,NA,Too little,Too much,NA,NA,NA,Catholic,NA,NA,Strongly agree,Yes,NA,White
Male,Bachelors,Yes,"$60,000 ~ $89,999",Too little,Too little,NA,Too little,About right,1,Disagree,Christian,Neither,NA,Strongly agree,NA,20-29 years old,White
Female,Bachelors,Yes,"$10,000 ~ $19,999",NA,NA,Too little,Too little,NA,NA,NA,Other,Agree,Very important,Strongly agree,Yes,60-69 years old,White
Male,Graduate,Yes,"$90,000 ~ $129,999",NA,NA,Too little,Too much,NA,NA,Strongly disagree,Other,Strongly agree,NA,Strongly agree,Yes,30-39 years old,White
Female,Less than high school,Yes,"Under $10,000",Too little,Too little,NA,Too little,Too little,2,Strongly agree,Catholic,Agree,NA,NA,NA,20-29 years old,Black
Female,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,Too little,Too little,NA,NA,NA,Jewish,Strongly agree,Very important,NA,NA,60-69 years old,White
Male,Graduate,Yes,"$90,000 ~ $129,999",NA,NA,About right,Too little,NA,NA,Neither,Catholic,Neither,NA,Strongly disagree,No,50-59 years old,White
Male,Bachelors,Yes,"$20,000 ~ $39,999",Too little,About right,NA,Too little,Too little,1,NA,None,Strongly agree,Not very important,Strongly agree,NA,70-79 years old,White
Female,High School,Yes,"Under $10,000",NA,NA,Too little,Too little,NA,NA,Neither,Christian,Strongly disagree,NA,Neither,No,60-69 years old,Black
Male,Graduate,Yes,"$90,000 ~ $129,999",About right,Too much,NA,Too much,Too little,3,Disagree,Christian,Disagree,NA,NA,NA,70-79 years old,White
Male,High School,Yes,"$20,000 ~ $39,999",About right,About right,NA,Too little,Too little,1,NA,None,Disagree,Not very important,Strongly agree,NA,60-69 years old,White
Male,High School,Yes,"$90,000 ~ $129,999",About right,About right,NA,About right,Too little,3,Disagree,None,Agree,NA,Agree,NA,60-69 years old,White
Female,Bachelors,Yes,"$130,000 ~ $169,999",NA,NA,About right,About right,NA,NA,Disagree,Christian,Strongly agree,NA,Strongly agree,Yes,50-59 years old,White
Male,Bachelors,Yes,NA,NA,NA,About right,Too much,NA,NA,NA,None,NA,Not important at all,Neither,Yes,40-49 years old,White
Male,High School,Yes,"$10,000 ~ $19,999",About right,About right,NA,Too little,Too little,2,NA,None,Strongly agree,Not very important,Strongly agree,NA,60-69 years old,White
Female,Associate College,Yes,"$20,000 ~ $39,999",About right,Too much,NA,Too little,Too little,1,NA,None,Neither,Not important at all,Strongly agree,NA,30-39 years old,White
Female,Bachelors,Yes,"$10,000 ~ $19,999",About right,Too little,NA,Too little,Too little,2,NA,Christian,Disagree,Essential,Strongly agree,NA,60-69 years old,White
Male,Bachelors,Yes,"$90,000 ~ $129,999",Too little,Too little,NA,About right,Too little,1,NA,None,Strongly agree,Fairly important,Strongly agree,NA,30-39 years old,White
Male,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,Too little,Too little,NA,NA,NA,Catholic,Strongly disagree,Not very important,Strongly agree,Yes,70-79 years old,White
Female,High School,Yes,NA,NA,NA,About right,Too little,NA,NA,NA,Catholic,NA,NA,NA,NA,NA,White
Male,Graduate,Yes,"$170,000 or over",NA,NA,Too much,About right,NA,NA,NA,Christian,Disagree,Very important,Strongly agree,NA,50-59 years old,White
Female,High School,Yes,"Under $10,000",About right,About right,NA,About right,Too little,3,NA,Christian,Disagree,Not very important,Disagree,NA,80-89 years old,White
NA,Less than high school,NA,Refused,Too much,About right,NA,Too little,Too little,1,NA,NA,NA,NA,Strongly disagree,NA,NA,White
Female,High School,Yes,"$10,000 ~ $19,999",NA,NA,About right,About right,NA,NA,NA,Christian,Strongly disagree,Fairly important,NA,NA,70-79 years old,White
Female,High School,Yes,"$40,000 ~ $59,999",Too much,Too much,NA,Too little,About right,2,Agree,Christian,Neither,NA,NA,NA,40-49 years old,White
Male,Graduate,Yes,"$60,000 ~ $89,999",NA,NA,Too little,About right,NA,NA,NA,None,Neither,Fairly important,NA,NA,70-79 years old,White
Female,High School,Yes,"$60,000 ~ $89,999",About right,About right,NA,Too little,About right,2,NA,Christian,Neither,Fairly important,Agree,NA,70-79 years old,White
Male,Associate College,Yes,"$170,000 or over",NA,NA,Too little,About right,NA,NA,NA,None,Strongly agree,Not very important,Strongly agree,Yes,NA,White
Female,Bachelors,No,"$90,000 ~ $129,999",NA,NA,Too little,About right,NA,NA,NA,None,Strongly agree,Not important at all,NA,NA,50-59 years old,Hispanic
Male,High School,Yes,"$130,000 ~ $169,999",Too little,Too much,NA,About right,Too little,2,Neither,None,Strongly agree,NA,Strongly agree,NA,40-49 years old,White
Other,High School,Yes,"$10,000 ~ $19,999",About right,Too little,NA,Too little,Too little,1,Neither,None,Strongly agree,NA,NA,NA,20-29 years old,Black
Male,High School,Yes,"$170,000 or over",About right,Too much,NA,Too little,Too little,2,NA,Catholic,Neither,Not very important,Agree,NA,50-59 years old,Asian
Female,High School,Yes,"$10,000 ~ $19,999",NA,NA,Too little,Too little,NA,NA,NA,Catholic,Strongly disagree,Not very important,NA,NA,30-39 years old,White
Female,High School,Yes,"$10,000 ~ $19,999",Too much,Too much,NA,About right,Too little,1,Agree,None,Neither,NA,NA,NA,60-69 years old,White
Female,High School,No,"$20,000 ~ $39,999",NA,NA,About right,About right,NA,NA,Disagree,Catholic,Strongly disagree,NA,Neither,No,30-39 years old,Hispanic
Female,Bachelors,Yes,"$20,000 ~ $39,999",NA,NA,Too little,Too little,NA,NA,NA,Christian,Agree,Not very important,NA,NA,60-69 years old,White
Male,High School,Yes,"$60,000 ~ $89,999",NA,NA,Too little,Too little,NA,NA,Disagree,Catholic,Disagree,NA,Neither,No,50-59 years old,Other
Female,Bachelors,Yes,"$40,000 ~ $59,999",NA,NA,About right,Too little,NA,NA,NA,Christian,Neither,Not very important,NA,NA,20-29 years old,White
Male,Bachelors,Yes,"$170,000 or over",About right,About right,NA,About right,About right,1,Strongly disagree,None,Strongly agree,NA,Strongly agree,NA,30-39 years old,White
Male,Bachelors,Yes,"$90,000 ~ $129,999",Too much,Too much,NA,About right,About right,2,NA,Catholic,Strongly agree,Fairly important,Neither,NA,70-79 years old,White
Male,Graduate,Yes,"$130,000 ~ $169,999",NA,NA,Too little,Too little,NA,NA,NA,Christian,Neither,Not very important,Agree,Yes,60-69 years old,White
Female,Graduate,Yes,"$130,000 ~ $169,999",Too little,About right,NA,About right,Too little,1,Strongly disagree,Christian,Neither,NA,NA,NA,80-89 years old,White
Male,High School,Yes,NA,Too little,About right,NA,Too little,Too little,1,NA,None,Neither,Not important at all,Agree,NA,40-49 years old,White
Male,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,About right,Too little,NA,NA,NA,Christian,Neither,Not important at all,NA,NA,50-59 years old,White
Male,High School,Yes,"$20,000 ~ $39,999",Too little,Too much,NA,Too little,Too little,3,Disagree,None,Strongly agree,NA,Strongly agree,NA,30-39 years old,Other
Male,High School,No,"$40,000 ~ $59,999",NA,NA,Too little,Too much,NA,NA,Disagree,None,Strongly agree,NA,Disagree,No,30-39 years old,Black
Male,Bachelors,Yes,"$60,000 ~ $89,999",Too little,About right,NA,About right,About right,2,NA,Buddhism,Agree,Not important at all,Neither,NA,60-69 years old,Asian
Male,High School,Yes,"$20,000 ~ $39,999",NA,NA,Too little,About right,NA,NA,NA,Catholic,Disagree,Not important at all,NA,NA,20-29 years old,Hispanic
Male,Bachelors,Yes,"$170,000 or over",Too little,About right,NA,Too little,Too little,2,NA,Catholic,Neither,Not important at all,Strongly agree,NA,50-59 years old,White
Female,High School,Yes,"$170,000 or over",Too much,Too much,NA,Too little,Too little,1,Strongly agree,Christian,Strongly disagree,NA,Neither,NA,60-69 years old,White
Female,Graduate,Yes,"$40,000 ~ $59,999",Too little,Too little,NA,Too little,Too much,1,NA,Christian,Disagree,Very important,Disagree,NA,30-39 years old,White
Male,Graduate,Yes,NA,Too much,About right,NA,About right,Too little,2,Neither,Catholic,Neither,NA,NA,NA,70-79 years old,White
Female,Less than high school,Yes,"Under $10,000",NA,NA,Too little,Too little,NA,NA,NA,Christian,Disagree,Not important at all,NA,NA,70-79 years old,Other
Male,High School,Yes,"$130,000 ~ $169,999",About right,Too much,NA,About right,About right,2,NA,Catholic,Neither,Not important at all,Agree,NA,50-59 years old,Black
Female,Graduate,Yes,"$170,000 or over",NA,NA,Too little,Too little,NA,NA,NA,Christian,Agree,Very important,NA,NA,50-59 years old,White
Female,Graduate,Yes,"$60,000 ~ $89,999",About right,Too much,NA,About right,About right,2,Disagree,None,Strongly agree,NA,NA,NA,20-29 years old,White
Female,Graduate,Yes,"$20,000 ~ $39,999",NA,NA,Too little,Too little,NA,NA,NA,None,Neither,Very important,NA,NA,20-29 years old,Asian
